"CongJob1.htm | Question 0"
"Fox News Poll conducted by Anderson Robbins Research (D) and Shaw & Company Research (R). March 20-22, 2016. N=1,016 registered voters nationwide. Margin of error ± 3. "
"Do you approve or disapprove of the job Congress is doing?"
manually enter poll





"CongJob1.htm | Question 1"
"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3."
"Do you approve or disapprove of the way Congress is handling its job?"
date,approve,disapprove,unsure/ no answer,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""3/9-12/06""",32,54,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""2/22-26/06""",28,61,11,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""1/20-25/06""",29,61,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""1/5-8/06""",27,57,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""12/2-6/05""",33,53,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""10/30 - 11/1/05""",34,53,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""10/3-5/05""",31,57,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""9/9-13/05""",34,54,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""7/13-14/05""",33,50,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""6/10-15/05""",33,53,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""5/20-23/05""",29,55,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""4/13-16/05""",35,51,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""3/21-22/05""",34,49,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""2/24-28/05""",41,44,15,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""1/14-18/05""",44,39,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""10/14-17/04""",38,46,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""1/12-15/04""",45,42,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""1/12-15/04""",45,42,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""9/28 - 10/1/03""",37,47,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""5/9-12/03""",35,48,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""11/2-4/02""",42,45,13,,,lv,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""10/27-31/02""",45,40,15,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""10/3-5/02""",41,47,12,,,rv,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""9/22-23/02""",48,36,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""7/13-16/02""",49,38,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""6/18-20/02""",43,40,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""2/24-26/02""",50,34,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""1/21-24/02""",47,37,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""12/7-10/01""",57,31,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""10/25-28/01""",67,24,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""8/28-31/01""",43,41,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""6/14-18/01""",45,39,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""5/10-12/01""",45,36,19,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""4/23-25/01""",44,37,19,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""3/8-12/01""",50,33,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""2/10-12/01""",48,31,21,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""9/27 - 10/1/00""",49,38,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""7/20-23/00""",45,41,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""5/10-13/00""",38,45,17,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""2/12-14/00""",39,47,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""11/4-7/99""",37,50,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""10/28-30/99""",36,52,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""10/3-4/99""",38,48,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""8/15/99""",42,44,14,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""8/1-3/99""",43,41,16,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""7/13-14/99""",41,41,18,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""6/5-6/99""",41,46,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""4/5-6/99""",43,45,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""3/28/99""",41,47,12,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""3/24/99""",43,47,10,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""2/7/99""",36,55,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""1/30 - 2/1/99""",45,46,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""1/10-11/99""",45,42,13,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""1/3-4/99""",41,51,8,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""12/18/98""",45,46,9,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
"=""12/13-15, 17/98""",44,49,7,,,,approval,http://www.pollingreport.com/CongJob1.htm,"CBS News/New York Times Poll. March 17-20, 2016. N=1,252 adults nationwide. Margin of error ± 3.","""Do you approve or disapprove of the way Congress is handling its job?""",CBS News/New York Times Poll
